customer_id,recency,frequency,monetary,RFM_rank,Segment,LTV,name,gender,past_3_years_bike_related_purchases,age,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,country,property_valuation
700,107,8,7960.03,144,At Risk,4645.168191780822,Josias Mulliner,Male,67,27,N/A,Financial Services,Mass Customer,No,4,6046 Sheridan Way,2322,New South Wales,Australia,3
701,33,6,6285.29,433,Loyal Customers,4890.472219178083,Ransell Ruler,Male,18,61,Food Chemist,Health,Mass Customer,Yes,8,537 Packers Street,4562,Queensland,Australia,5
702,63,3,3825.6600000000003,212,Hibernating,2693.6838904109586,Zorina Bosomworth,Female,72,57,Help Desk Technician,N/A,Mass Customer,No,8,6 Briar Crest Court,2117,New South Wales,Australia,12
703,2,5,7301.150000000001,524,Potential Loyalists,7021.105890410959,Ethelda,Female,66,51,N/A,Property,Mass Customer,No,15,4 Lillian Plaza,2283,New South Wales,Australia,6
704,11,10,10881.81,555,Champions,8914.140246575344,Lindsay Acaster,Female,49,19,Research Nurse,Health,Mass Customer,No,4,70836 Colorado Plaza,2571,New South Wales,Australia,11
705,12,5,3745.1800000000003,521,Potential Loyalists,2801.189424657535,Eddie Yekel,Male,48,53,Quality Engineer,Retail,High Net Worth,No,14,15 Emmet Street,2233,New South Wales,Australia,10
706,31,6,10040.5,435,Loyal Customers,8059.908219178083,Kane Gaffer,Male,44,28,Media Manager IV,Financial Services,High Net Worth,Yes,5,8 Dottie Court,3480,Victoria,Australia,1
707,45,6,7563.61,334,Loyal Customers,6299.554630136987,Homere Rounds,Male,97,44,Executive Secretary,N/A,Mass Customer,Yes,7,520 Stephen Pass,3011,Victoria,Australia,9
708,176,3,3149.0299999999997,111,Hibernating,1052.552493150685,Idalina Wilcot,Female,31,30,Safety Technician II,IT,Mass Customer,Yes,10,18939 Upham Hill,3551,Victoria,Australia,3
709,147,5,5948.8099999999995,123,Hibernating,1352.7430958904108,Holly Cavil,Female,83,38,Accountant III,Financial Services,Mass Customer,Yes,5,4222 Porter Lane,3136,Victoria,Australia,9
710,40,7,9823.81,345,Loyal Customers,7993.620739726027,Benton Oakly,Male,76,47,Sales Representative,Retail,High Net Worth,Yes,13,1721 Nobel Junction,2753,New South Wales,Australia,8
711,84,4,3784.83,212,Hibernating,2893.061835616438,Audrey Vickerman,Female,60,45,N/A,N/A,Affluent Customer,No,7,30550 Pierstorff Lane,3093,Victoria,Australia,7
712,62,8,9223.66,245,At Risk,5483.655397260274,Norine Antonik,Female,22,56,N/A,IT,Mass Customer,No,14,6 Morning Drive,2232,New South Wales,Australia,9
713,256,4,4564.42,112,Hibernating,687.7893150684931,Adena Northedge,Female,34,23,Help Desk Technician,N/A,Mass Customer,Yes,4,646 Mariners Cove Place,3023,Victoria,Australia,6
714,60,10,8982.92,255,At Risk,7284.7789589041095,Burtie Scintsbury,Male,12,53,N/A,Manufacturing,High Net Worth,Yes,15,51 Londonderry Trail,2153,New South Wales,Australia,10
715,159,3,4278.66,112,Hibernating,1652.8522191780821,Royal Shinn,Male,50,49,Junior Executive,N/A,Mass Customer,No,6,4086 Darwin Terrace,2176,New South Wales,Australia,9
716,13,6,6680.78,533,Potential Loyalists,4081.6820273972608,Trescha Preshous,Female,31,38,Social Worker,Health,Mass Customer,No,11,4033 Hermina Road,2304,New South Wales,Australia,7
717,15,6,4696.91,532,Potential Loyalists,3693.1867671232876,Basilius Spieck,Male,65,41,VP Product Management,Manufacturing,Mass Customer,Yes,11,37 Banding Avenue,2567,New South Wales,Australia,9
718,35,8,6777.43,344,Loyal Customers,5644.763616438357,Cathe Lorriman,Female,38,39,Engineer I,Manufacturing,Mass Customer,Yes,7,8080 Victoria Plaza,4217,Queensland,Australia,11
719,12,8,10708.56,545,Champions,10004.435506849315,Pattin Weathey,Male,2,64,Administrative Officer,Retail,Mass Customer,No,14,14254 Hallows Parkway,4615,Queensland,Australia,1
720,21,10,13004.35,455,Champions,12149.269452054794,Darrel Canet,Male,67,86,Recruiting Manager,Retail,Affluent Customer,No,6,78 Glacier Hill Drive,2026,New South Wales,Australia,10
721,5,7,8883.609999999999,545,Champions,8396.836849315067,Harmonia Cornock,Female,84,24,Account Representative III,N/A,Affluent Customer,Yes,1,6 Fulton Road,3174,Victoria,Australia,8
722,88,5,6548.61,223,Hibernating,4951.825643835617,Stewart Brosoli,Male,69,61,Marketing Manager,IT,Mass Customer,No,5,76 Londonderry Park,2777,New South Wales,Australia,9
723,16,8,7012.59,444,Champions,6513.06304109589,Madelina Marte,Female,41,54,Food Chemist,Health,Mass Customer,Yes,6,68861 School Hill,2199,New South Wales,Australia,9
724,24,8,9812.699999999999,445,Champions,7312.477808219178,Heinrik Norcock,Male,7,42,Analog Circuit Design manager,Financial Services,Mass Customer,Yes,4,09 Bartelt Lane,2190,New South Wales,Australia,8
725,4,11,13048.82,555,Champions,11761.81309589041,Gage Crossan,Male,61,52,Design Engineer,Health,High Net Worth,Yes,19,29639 Porter Center,4221,Queensland,Australia,8
726,55,3,5134.71,312,New Customers,1434.9052602739728,Norma Blackbourn,Female,69,39,Information Systems Manager,Health,Mass Customer,Yes,10,5811 Moulton Drive,2766,New South Wales,Australia,8
727,62,6,8768.09,235,At Risk,6726.20602739726,Lenci Duerden,Male,98,39,Senior Editor,Manufacturing,Mass Customer,No,3,80027 Ryan Terrace,3551,Victoria,Australia,3
728,26,9,10919.45,455,Champions,5414.850547945206,Winthrop Corser,Male,60,61,VP Accounting,Financial Services,Mass Customer,Yes,8,8 Kingsford Hill,3429,Victoria,Australia,6
729,2,10,15826.0,555,Champions,12530.723287671233,Ammamaria Standbridge,Female,30,44,Analog Circuit Design manager,Health,Affluent Customer,No,11,8044 Emmet Hill,3150,Victoria,Australia,9
730,15,7,6529.49,543,Champions,5992.819589041096,Robb Poll,Male,42,49,Web Designer IV,N/A,Mass Customer,No,14,2249 Havey Hill,3183,Victoria,Australia,10
731,26,6,6259.200000000001,433,Loyal Customers,5693.299726027398,Lorenza Cawthorne,Female,57,48,N/A,N/A,Mass Customer,No,6,1855 Stang Terrace,2145,New South Wales,Australia,9
732,65,5,6099.150000000001,223,Hibernating,2757.15,Bonita Gethins,Female,71,50,Actuary,Financial Services,Mass Customer,No,5,2 Riverside Trail,2154,New South Wales,Australia,11
733,47,10,14532.51,355,Loyal Customers,10789.890986301369,Ham Mayoh,Male,25,44,N/A,Manufacturing,Mass Customer,No,13,98 Esker Junction,2192,New South Wales,Australia,10
734,90,3,3346.12,211,Hibernating,1090.926794520548,Leicester Fynes,Male,34,37,Programmer III,Retail,Affluent Customer,No,11,9984 Pankratz Road,2145,New South Wales,Australia,10
735,88,4,6814.03,214,Hibernating,3397.680712328767,Khalil Pennings,Male,33,52,Assistant Manager,Financial Services,Mass Customer,Yes,11,324 Mifflin Road,2290,New South Wales,Australia,7
736,12,6,5999.719999999999,533,Potential Loyalists,3813.5206575342463,Sansone Eastcourt,Male,41,43,Help Desk Operator,N/A,High Net Worth,No,8,2726 Cardinal Way,3073,Victoria,Australia,5
737,55,7,7386.14,344,Loyal Customers,4148.38,Sisely Oppy,Female,75,34,Systems Administrator III,N/A,Mass Customer,No,16,3 Talisman Place,4811,Queensland,Australia,2
738,70,8,8764.37,245,At Risk,6507.244575342466,Bunnie Whines,Female,51,33,N/A,Argiculture,Mass Customer,Yes,9,282 West Trail,4005,Queensland,Australia,5
739,2,10,9430.63,555,Champions,7802.877424657534,Arnie Zorn,Male,36,53,Senior Editor,Manufacturing,Mass Customer,No,8,08260 Jay Court,3191,Victoria,Australia,11
740,62,4,6155.53,213,Hibernating,2293.5673424657534,Farr Butterick,Male,9,23,N/A,Financial Services,Affluent Customer,No,6,12 6th Hill,4810,Queensland,Australia,2
741,149,5,3482.3,121,Hibernating,1373.838904109589,Cristionna Mapes,Female,16,38,N/A,N/A,Mass Customer,No,11,0297 Merchant Avenue,4121,Queensland,Australia,9
742,11,6,6918.96,534,Potential Loyalists,6293.410191780823,Dexter Robelin,Male,55,51,Senior Developer,Manufacturing,Mass Customer,No,15,1 Monica Street,2100,New South Wales,Australia,9
743,90,5,6065.4400000000005,223,Hibernating,4519.999123287672,Pattin Morican,Male,89,36,VP Accounting,Financial Services,Mass Customer,Yes,13,0272 Pankratz Hill,2031,New South Wales,Australia,10
744,24,5,4149.55,422,Potential Loyalists,3456.063561643836,Heinrik,Male,54,40,Graphic Designer,Manufacturing,Affluent Customer,Yes,14,2 North Crossing,3111,Victoria,Australia,11
745,12,4,2697.98,511,Promising,2054.8998356164384,Dotty Maylott,Female,84,39,N/A,Manufacturing,Mass Customer,Yes,13,345 Dovetail Avenue,4305,Queensland,Australia,5
746,44,6,4853.96,332,Loyal Customers,3417.719780821918,Aldo Waistall,Male,47,53,Business Systems Development Analyst,N/A,Affluent Customer,Yes,17,2826 Huxley Center,3137,Victoria,Australia,8
747,36,2,1801.98,311,New Customers,241.90964383561644,Eula Bruni,Female,91,39,Database Administrator II,N/A,Mass Customer,No,7,61043 Summer Ridge Junction,2229,New South Wales,Australia,11
748,47,9,8538.05,354,Loyal Customers,6456.169315068492,Linet Postill,Female,51,36,VP Marketing,Financial Services,High Net Worth,No,7,56045 Express Avenue,2176,New South Wales,Australia,9
749,81,9,7591.94,254,At Risk,5033.560219178083,Andreas Cosin,Male,47,45,Environmental Specialist,Argiculture,Mass Customer,No,19,760 Forest Dale Place,3068,Victoria,Australia,12
750,59,6,7506.73,334,Loyal Customers,5676.321863013698,Izaak Gisborne,Male,42,22,Analyst Programmer,Retail,Affluent Customer,Yes,7,99 Wayridge Place,2263,New South Wales,Australia,8
751,131,2,386.48,111,Hibernating,123.88536986301371,Amie Dufty,Female,41,16,Business Systems Development Analyst,Financial Services,Affluent Customer,No,1,5 Dahle Trail,2117,New South Wales,Australia,10
752,21,8,8004.32,444,Champions,6403.456,Kalil Palombi,Male,13,56,Speech Pathologist,Financial Services,High Net Worth,No,12,62215 Delaware Plaza,4118,Queensland,Australia,3
754,211,2,814.03,111,Hibernating,149.42468493150685,Patsy Beefon,Female,15,38,Senior Financial Analyst,Financial Services,Mass Customer,No,14,00 Evergreen Center,3850,Victoria,Australia,4
755,96,3,2071.7799999999997,211,Hibernating,192.98772602739726,Baily Imison,Male,31,24,Senior Cost Accountant,Financial Services,Mass Customer,No,4,80 Maple Avenue,2536,New South Wales,Australia,4
756,26,6,3859.17,432,Loyal Customers,2664.413260273973,Carin Lauthian,Female,65,43,Computer Systems Analyst IV,Manufacturing,Mass Customer,Yes,16,43 Jana Way,3750,Victoria,Australia,7
757,73,5,3967.6,222,Hibernating,2761.014794520548,Kinsley Klimus,Male,91,40,Environmental Tech,Financial Services,Mass Customer,No,18,195 Knutson Place,4019,Queensland,Australia,8
758,28,2,651.02,411,Promising,422.7170958904109,Teena Birrel,Female,99,50,N/A,Manufacturing,High Net Worth,Yes,11,9 Melby Park,2197,New South Wales,Australia,10
759,24,9,8217.14,454,Champions,6641.250136986301,Mitchel Schimek,Male,89,54,Clinical Specialist,Health,High Net Worth,No,13,4 Vahlen Junction,2227,New South Wales,Australia,10
760,27,9,8569.289999999999,454,Champions,5352.871561643835,Shamus Fyndon,Male,46,39,Assistant Professor,N/A,Mass Customer,Yes,18,6330 Monica Way,2540,New South Wales,Australia,9
761,146,5,6483.68,123,Hibernating,3108.613698630137,Vaughan McCromley,Male,12,40,Media Manager II,Health,Affluent Customer,Yes,4,7101 Gulseth Hill,2293,New South Wales,Australia,9
762,86,5,3989.6800000000003,222,Hibernating,2601.4899726027397,Kerwin Jossel,Male,91,37,Environmental Specialist,N/A,Mass Customer,Yes,22,983 2nd Road,2560,New South Wales,Australia,8
763,75,6,6989.88,234,At Risk,4902.491178082192,Benita Cuffley,Female,95,30,Computer Systems Analyst IV,Manufacturing,Affluent Customer,No,12,08 Vidon Center,2143,New South Wales,Australia,5
764,80,4,4122.42,212,Hibernating,3015.5784657534246,Samuel Stiff,Male,40,40,Environmental Tech,Financial Services,Mass Customer,Yes,22,36 Helena Drive,4305,Queensland,Australia,1
765,25,10,8794.98,455,Champions,5831.192219178082,Valeria Chazette,Female,50,33,N/A,Retail,Affluent Customer,No,16,20554 Orin Place,3630,Victoria,Australia,1
766,17,6,4962.24,432,Loyal Customers,3534.7463013698625,Nonna Hun,Female,16,42,N/A,Retail,Mass Customer,Yes,14,3903 Messerschmidt Park,2164,New South Wales,Australia,8
767,43,5,6197.59,323,New Customers,3395.9397260273972,Gustav Kos,Male,70,62,Budget/Accounting Analyst II,Manufacturing,High Net Worth,No,11,64 Muir Lane,2148,New South Wales,Australia,8
768,6,9,9425.52,555,Champions,6016.838794520549,Alexia Wolford,Female,5,43,Web Developer IV,Argiculture,Affluent Customer,Yes,21,06495 Swallow Terrace,2759,New South Wales,Australia,9
769,20,8,9694.79,445,Champions,9137.007561643837,Cameron Letherbury,Male,65,56,Analog Circuit Design manager,IT,Mass Customer,No,12,033 Loftsgordon Center,2150,New South Wales,Australia,8
770,50,6,6789.790000000001,334,Loyal Customers,2864.7333150684935,Zara Maccaddie,Female,10,33,Software Consultant,IT,High Net Worth,Yes,13,80 Scofield Alley,3121,Victoria,Australia,10
771,125,6,5901.7,133,At Risk,2764.9060273972605,Lammond MacGeffen,Male,12,53,N/A,N/A,Affluent Customer,Yes,8,64 Milwaukee Pass,4350,Queensland,Australia,4
772,3,5,6628.15,523,Potential Loyalists,5465.9538356164385,Lorianna Vidyapin,Female,12,19,Community Outreach Specialist,Entertainment,Mass Customer,No,4,50851 Vahlen Avenue,2567,New South Wales,Australia,7
773,73,8,10334.68,245,At Risk,6030.9228493150695,Robbie Handaside,Male,77,32,N/A,Financial Services,Affluent Customer,Yes,20,88 Bay Drive,4305,Queensland,Australia,3
774,144,1,1311.44,111,Hibernating,0.0,Phelia Perotti,Female,79,19,Operator,Manufacturing,High Net Worth,No,1,0 Thompson Road,3183,Victoria,Australia,8
775,59,7,6985.21,344,Loyal Customers,5281.967013698631,Nikita Kilby,Male,66,35,Accounting Assistant IV,Manufacturing,Affluent Customer,No,4,99 Elka Street,4350,Queensland,Australia,4
776,14,9,9151.17,555,Champions,7421.222794520548,Stanley Seven,Male,30,37,Financial Analyst,Financial Services,High Net Worth,No,20,2699 Crest Line Way,4869,Queensland,Australia,4
777,28,6,5113.99,432,Loyal Customers,4343.388767123287,Wolfgang Tarrier,Male,2,24,Paralegal,Financial Services,High Net Worth,No,4,6 Melody Trail,2145,New South Wales,Australia,9
778,34,5,6292.889999999999,323,New Customers,5137.756767123287,Stacy Pozzi,Male,24,41,Assistant Professor,Manufacturing,High Net Worth,No,13,90 New Castle Trail,2137,New South Wales,Australia,9
779,83,5,4372.34,222,Hibernating,2491.6348493150685,Maddy Larrat,Female,1,25,Staff Accountant III,Health,High Net Worth,No,7,2570 Wayridge Park,2093,New South Wales,Australia,9
780,89,3,3499.7200000000003,211,Hibernating,2550.480876712329,Kim,Female,24,44,Professor,Financial Services,Mass Customer,No,20,70 Old Gate Street,2354,New South Wales,Australia,3
781,126,5,3763.4600000000005,122,Hibernating,1948.7505205479454,Elvis O'Leagham,Male,80,59,Legal Assistant,Manufacturing,Mass Customer,No,17,3 Magdeline Terrace,2190,New South Wales,Australia,10
782,26,5,8440.67,424,Potential Loyalists,4995.026630136987,Bevvy Siegertsz,Female,30,41,Geological Engineer,Manufacturing,Mass Customer,No,17,36744 Birchwood Center,4019,Queensland,Australia,3
783,97,5,6170.6,223,Hibernating,3516.396712328767,Rudd Strangeways,Male,6,32,Information Systems Manager,Retail,Affluent Customer,No,14,68 Chinook Street,4814,Queensland,Australia,2
784,144,2,760.18,111,Hibernating,333.22958904109584,Frederik Duckett,Male,10,40,Accounting Assistant III,IT,High Net Worth,Yes,22,0 Valley Edge Plaza,3201,Victoria,Australia,6
785,19,5,2941.55,421,Potential Loyalists,1748.8119178082193,Anthea Guesford,Female,48,38,Assistant Professor,Manufacturing,Mass Customer,Yes,18,8 Starling Trail,2282,New South Wales,Australia,8
786,10,7,7114.27,544,Champions,6880.376191780822,Francklin Ubanks,Male,34,32,N/A,Financial Services,Affluent Customer,No,16,3 Crest Line Plaza,2223,New South Wales,Australia,10
787,76,10,11292.54,255,At Risk,8198.693424657535,Norma Batrim,Female,29,21,N/A,Retail,Affluent Customer,Yes,2,0601 Stephen Place,2292,New South Wales,Australia,7
788,40,7,8089.72,344,Loyal Customers,7158.848109589042,Gregg Townsend,Male,62,53,Social Worker,Health,Mass Customer,No,11,00 Mockingbird Junction,2141,New South Wales,Australia,9
789,5,8,4497.3,542,Champions,3856.588767123288,Gabrielle Giraudot,Female,69,39,Geological Engineer,Manufacturing,Affluent Customer,Yes,14,37817 Burning Wood Circle,2126,New South Wales,Australia,11
790,15,8,9306.61,545,Champions,7929.741671232878,Yvonne,Female,22,49,Senior Editor,N/A,Affluent Customer,No,15,02353 Kropf Lane,3046,Victoria,Australia,9
791,124,6,6605.22,133,At Risk,4035.517972602741,Tootsie Hurt,Female,3,49,Professor,Manufacturing,Mass Customer,Yes,14,79 Arkansas Drive,3008,Victoria,Australia,10
792,18,6,6907.9,434,Loyal Customers,6037.315342465753,Mitch Rains,Male,10,42,Structural Engineer,N/A,High Net Worth,Yes,4,4085 Jackson Hill,2830,New South Wales,Australia,7
793,2,10,12116.11,555,Champions,11651.382493150686,Kissie Delong,Female,97,28,Actuary,Financial Services,High Net Worth,Yes,9,57 Gulseth Terrace,2099,New South Wales,Australia,10
794,23,7,7832.74,444,Champions,5300.511726027397,Scott Ommundsen,Male,99,62,Compensation Analyst,Financial Services,Affluent Customer,Yes,16,52737 Morningstar Crossing,2250,New South Wales,Australia,3
795,19,5,5980.89,423,Potential Loyalists,5046.888,Cassy Awdry,Female,35,44,Environmental Tech,Financial Services,High Net Worth,No,18,866 Rockefeller Junction,2171,New South Wales,Australia,9
796,7,7,6097.05,543,Champions,5445.584383561644,Ira Lamlin,Female,8,20,Financial Analyst,Financial Services,Mass Customer,No,2,414 Kensington Lane,3076,Victoria,Australia,8
797,22,4,4668.49,412,Promising,4156.874657534247,Meridel Rawet,Female,51,44,Internal Auditor,Financial Services,Mass Customer,No,19,81 Holy Cross Alley,2077,New South Wales,Australia,8
798,22,3,4285.05,412,Promising,3921.114246575343,Dorita Blackburne,Female,22,29,Teacher,Financial Services,High Net Worth,No,5,1 Loomis Parkway,3156,Victoria,Australia,9
799,11,11,14399.89,555,Champions,13413.59616438356,Harland Spilisy,Unknown,39,55,Programmer I,IT,Mass Customer,Yes,0,572 Brown Circle,2756,New South Wales,Australia,8
800,86,6,6283.9,233,At Risk,3787.5561643835613,Quint Popov,Male,68,39,Account Coordinator,Manufacturing,Mass Customer,No,8,92344 Oakridge Drive,4873,Queensland,Australia,4
801,183,2,1074.8,111,Hibernating,170.79013698630138,Bertram Linn,Male,28,37,Geologist IV,N/A,Affluent Customer,No,20,1626 Dawn Street,4514,Queensland,Australia,3
802,96,6,7508.74,234,At Risk,4484.672109589041,Ailyn Carberry,Female,50,31,Financial Analyst,Financial Services,Mass Customer,No,3,845 Talisman Pass,4210,Queensland,Australia,7
803,67,6,3818.25,232,At Risk,2081.730821917808,Nina Murcutt,Female,96,18,Nuclear Power Engineer,Manufacturing,High Net Worth,No,3,1899 Manley Court,4551,Queensland,Australia,7
804,42,3,3480.5,311,New Customers,2355.2972602739724,Henrietta Seater,Female,98,18,Technical Writer,N/A,High Net Worth,Yes,1,15067 Commercial Pass,4006,Queensland,Australia,7
805,123,6,6966.17,134,At Risk,3626.2254794520545,Jorrie Hanhardt,Female,48,57,Electrical Engineer,Manufacturing,Mass Customer,No,10,80932 5th Street,2754,New South Wales,Australia,8
806,32,4,4854.46,412,Promising,4016.5669041095894,Carter Kaesmakers,Male,66,25,Sales Representative,Retail,Mass Customer,Yes,7,018 Erie Point,2767,New South Wales,Australia,9
807,81,4,4367.13,212,Hibernating,2273.3005479452054,Lorne Quested,Female,48,37,Safety Technician I,N/A,Affluent Customer,No,16,40402 Moulton Park,2282,New South Wales,Australia,8
808,124,3,3676.8199999999997,111,Hibernating,2014.6958904109586,Nigel Phippard,Male,21,38,Social Worker,Health,High Net Worth,Yes,17,246 Norway Maple Trail,3810,Victoria,Australia,2
809,46,4,3653.47,311,New Customers,2632.500301369863,Nevsa Washtell,Female,83,40,Biostatistician III,Health,Mass Customer,No,18,2 Autumn Leaf Plaza,2137,New South Wales,Australia,8
810,69,4,4539.42,212,Hibernating,2897.7667397260275,Fawnia Bartrum,Female,24,19,Software Test Engineer IV,Health,Mass Customer,Yes,1,808 Starling Place,2173,New South Wales,Australia,9
811,175,4,2483.69,111,Hibernating,1109.1547123287671,Ive Chapelhow,Male,6,33,Nurse Practicioner,N/A,Mass Customer,No,8,5409 Mandrake Circle,2152,New South Wales,Australia,10
812,198,3,2694.8900000000003,111,Hibernating,1011.5066575342468,Coral Dunkirk,Female,1,28,N/A,Financial Services,Mass Customer,No,16,786 Bonner Drive,2340,New South Wales,Australia,4
813,51,5,4386.05,322,New Customers,2944.0609589041096,Lisette Nesbit,Female,12,55,Account Representative III,Health,Mass Customer,No,14,7175 Orin Junction,2088,New South Wales,Australia,12
814,49,3,4661.23,312,New Customers,3690.6725205479447,Raffarty Giacomoni,Male,60,58,Analog Circuit Design manager,Manufacturing,Mass Customer,No,14,8208 Lotheville Street,3805,Victoria,Australia,8
815,28,6,7646.77,434,Loyal Customers,6829.717863013699,Caryn Sampey,Female,47,43,N/A,Manufacturing,Mass Customer,Yes,22,25689 Eastlawn Crossing,2067,New South Wales,Australia,11
816,54,4,2934.97,311,New Customers,1929.8432876712327,Donni Boor,Female,71,61,Product Engineer,Manufacturing,Mass Customer,No,15,44 Lakewood Gardens Pass,2122,New South Wales,Australia,10
817,17,5,5340.0,423,Potential Loyalists,4915.726027397261,Niel Abilowitz,Male,38,25,Editor,Financial Services,Mass Customer,Yes,6,87 Twin Pines Plaza,3976,Victoria,Australia,5
818,41,6,6141.46,333,Loyal Customers,4088.6980273972604,Beverie Bosanko,Female,17,44,Chemical Engineer,Manufacturing,Mass Customer,No,11,65 Sachtjen Park,2067,New South Wales,Australia,11
819,44,5,5033.21,322,New Customers,3943.8303013698633,Temp Thebeau,Male,7,42,Associate Professor,Manufacturing,Affluent Customer,Yes,5,84 Loomis Pass,2000,New South Wales,Australia,12
820,4,10,8742.57,555,Champions,8503.047534246574,Cecilia Chipchase,Female,12,41,N/A,Financial Services,High Net Worth,No,16,58047 Westport Road,2040,New South Wales,Australia,12
821,34,5,4826.39,322,New Customers,3133.8477534246576,Gregoor Aronovitz,Male,41,36,Financial Analyst,Financial Services,Mass Customer,Yes,7,59000 American Center,2530,New South Wales,Australia,8
822,329,1,2005.66,111,Hibernating,0.0,Ardis Tomlett,Female,67,43,Sales Associate,Health,High Net Worth,No,17,659 Scofield Street,3175,Victoria,Australia,5
823,24,6,9755.81,435,Loyal Customers,5265.464575342466,Stesha Morecombe,Female,91,27,Internal Auditor,Manufacturing,Affluent Customer,No,9,388 Weeping Birch Plaza,2156,New South Wales,Australia,11
824,10,4,6017.27,513,Promising,5835.927616438356,Fleurette Whardley,Female,97,40,Financial Advisor,Financial Services,Affluent Customer,Yes,12,09413 Holmberg Terrace,4127,Queensland,Australia,3
825,11,8,6046.6900000000005,543,Champions,5665.665698630138,Willis Whyler,Male,17,42,Computer Systems Analyst IV,N/A,Affluent Customer,Yes,16,8640 Village Junction,2066,New South Wales,Australia,12
826,5,4,4829.57,512,Promising,3665.180520547945,Marc Waddilove,Male,92,19,Recruiting Manager,Financial Services,Mass Customer,Yes,1,177 Sheridan Trail,2759,New South Wales,Australia,8
827,50,8,9051.45,345,Loyal Customers,5728.451917808219,Phillis Rudwell,Female,90,21,N/A,Health,Affluent Customer,No,5,1 Oriole Alley,4171,Queensland,Australia,11
828,80,5,3777.5299999999997,222,Hibernating,2225.120410958904,Darda Kernocke,Female,93,60,N/A,Health,Mass Customer,Yes,20,8925 Ryan Trail,2073,New South Wales,Australia,11
829,13,6,9236.19,535,Potential Loyalists,4352.396383561644,Byran Goodfield,Male,84,16,Environmental Tech,Financial Services,High Net Worth,Yes,2,77 Nova Junction,3218,Victoria,Australia,8
830,150,6,6106.9400000000005,133,At Risk,2292.1939178082193,Jayson Chilcott,Male,58,36,VP Quality Control,Manufacturing,Affluent Customer,No,6,43 Esker Pass,2228,New South Wales,Australia,8
831,12,5,4245.84,522,Potential Loyalists,3361.7746849315067,Teddy Keijser,Male,4,44,Paralegal,Financial Services,Affluent Customer,No,11,205 Melody Circle,4207,Queensland,Australia,4
832,18,12,13562.13,455,Champions,12187.338739726029,Shaun Murphey,Male,30,40,Research Assistant IV,Retail,Mass Customer,No,14,44997 Anniversary Way,4114,Queensland,Australia,3
833,26,8,8852.31,445,Champions,7300.124136986301,Wadsworth Hubane,Male,9,22,Safety Technician II,N/A,High Net Worth,Yes,4,4444 Bunting Point,2430,New South Wales,Australia,7
834,19,4,3595.5299999999997,411,Promising,2245.974904109589,Rudolf Brandes,Male,37,44,Environmental Tech,Financial Services,Mass Customer,No,3,3 Washington Plaza,3199,Victoria,Australia,7
835,8,8,8541.23,544,Champions,8096.6180273972595,Zachary Matyukon,Male,85,49,Electrical Engineer,Manufacturing,Mass Customer,Yes,9,285 Aberg Point,2192,New South Wales,Australia,10
836,73,4,3562.2,211,Hibernating,1385.8421917808218,Clemence Vautre,Female,33,27,Actuary,Financial Services,Mass Customer,Yes,9,4 Sachtjen Avenue,4210,Queensland,Australia,10
837,158,3,3406.25,111,Hibernating,503.93835616438355,Derick Fasler,Male,4,61,Internal Auditor,N/A,Mass Customer,Yes,13,055 Dakota Pass,2290,New South Wales,Australia,8
838,42,4,3724.8199999999997,311,New Customers,2245.0969863013697,Hayden Heersema,Male,27,46,Financial Advisor,Financial Services,High Net Worth,No,15,6 Green Ridge Circle,4350,Queensland,Australia,3
839,107,4,2550.73,111,Hibernating,1467.5432876712327,Charis Greaves,Unknown,14,47,Structural Analysis Engineer,IT,Mass Customer,Yes,0,6841 Dawn Drive,2880,New South Wales,Australia,1
840,39,6,8144.96,334,Loyal Customers,6493.65304109589,Chas Carabet,Male,94,53,VP Sales,Financial Services,Affluent Customer,Yes,19,74251 Golden Leaf Lane,4413,Queensland,Australia,3
841,151,7,10936.2,145,At Risk,5483.081095890412,Hanan McGreay,Male,93,51,Marketing Manager,Manufacturing,Affluent Customer,Yes,8,2 Dwight Street,3187,Victoria,Australia,11
842,56,4,3639.46,311,New Customers,2911.568,Mahmud Dobbson,Male,59,18,Compensation Analyst,Financial Services,High Net Worth,No,2,511 Gulseth Plaza,3028,Victoria,Australia,6
843,3,6,4090.19,532,Potential Loyalists,3048.0320000000006,Salomone Sleford,Male,80,28,Developer II,Manufacturing,Affluent Customer,Yes,9,71801 Grover Point,2166,New South Wales,Australia,10
844,32,9,12523.55,455,Champions,10464.884246575342,Tome Tyt,Male,13,39,Nurse Practicioner,Financial Services,High Net Worth,No,9,69 Hovde Plaza,2680,New South Wales,Australia,5
845,126,3,2004.13,111,Hibernating,680.8551232876713,Koressa Maris,Female,51,44,Associate Professor,Manufacturing,Mass Customer,No,3,3387 Warrior Court,2527,New South Wales,Australia,7
846,83,3,4385.62,212,Hibernating,2643.3873972602737,Alvan Rebichon,Male,60,63,Geologist I,Manufacturing,Affluent Customer,No,17,7837 Derek Street,2147,New South Wales,Australia,9
847,115,5,5363.83,123,Hibernating,3585.6836164383562,Kelci Morrison,Female,66,26,Chief Design Engineer,Retail,High Net Worth,No,9,00 Algoma Crossing,2141,New South Wales,Australia,7
848,141,4,4711.04,112,Hibernating,2736.2752876712325,Lannie Chat,Male,79,38,VP Product Management,Manufacturing,Mass Customer,No,13,341 Londonderry Point,4215,Queensland,Australia,7
